Name,SIC,BVD,Industry,Year,OM,RG
ANANT RAJ LIMITED,6531.0,IN31281FI,"Finance, Insurance, and Real Estate",2019,0.1268389953764879,-0.2743945431776398
ANANT RAJ LIMITED,6531.0,IN31281FI,"Finance, Insurance, and Real Estate",2020,0.07289694845139491,-0.07452768302705404
ANANT RAJ LIMITED,6531.0,IN31281FI,"Finance, Insurance, and Real Estate",2021,0.1282203286343911,0.7937559096880813
ANANT RAJ LIMITED,6531.0,IN31281FI,"Finance, Insurance, and Real Estate",2022,0.18867503770079447,0.91038870182623
ANANT RAJ LIMITED,6531.0,IN31281FI,"Finance, Insurance, and Real Estate",2023,0.21287003556807252,0.5285267637239566
ANGEL ONE LIMITED,6211.0,IN001577512IND,"Finance, Insurance, and Real Estate",2017,0.3238746894824236,0.5240886087342698
ANGEL ONE LIMITED,6211.0,IN001577512IND,"Finance, Insurance, and Real Estate",2018,0.4058849410518188,-0.30825818250134485
ANGEL ONE LIMITED,6211.0,IN001577512IND,"Finance, Insurance, and Real Estate",2019,0.4320403917731335,-0.07364605126998414
ANGEL ONE LIMITED,6211.0,IN001577512IND,"Finance, Insurance, and Real Estate",2020,0.5885193645290885,0.9480953110561037
ANGEL ONE LIMITED,6211.0,IN001577512IND,"Finance, Insurance, and Real Estate",2021,0.5629892643231768,0.6925852392419038
ANGEL ONE LIMITED,6211.0,IN001577512IND,"Finance, Insurance, and Real Estate",2022,0.5595230716100993,0.20483760943987295
ANGEL ONE LIMITED,6211.0,IN001577512IND,"Finance, Insurance, and Real Estate",2023,0.48093899842806054,0.3839472816976002
ANUNTA TECHNOLOGY MANAGEMENT SERVICES LIMITED,7375.0,IN0011553693,Services,2017,-0.04999920643804283,0.1591319097010908
ANUNTA TECHNOLOGY MANAGEMENT SERVICES LIMITED,7375.0,IN0011553693,Services,2018,-0.19984120792218313,0.15429860332628897
ANUNTA TECHNOLOGY MANAGEMENT SERVICES LIMITED,7375.0,IN0011553693,Services,2019,-0.034534075729289675,0.1463496403885105
ANUNTA TECHNOLOGY MANAGEMENT SERVICES LIMITED,7375.0,IN0011553693,Services,2020,0.1270028273396654,0.6313453457572364
ANUNTA TECHNOLOGY MANAGEMENT SERVICES LIMITED,7375.0,IN0011553693,Services,2021,0.20642751058275507,0.26870208716351995
ANUNTA TECHNOLOGY MANAGEMENT SERVICES LIMITED,7375.0,IN0011553693,Services,2022,0.16695710420689575,0.15277213751611662
ANUNTA TECHNOLOGY MANAGEMENT SERVICES LIMITED,7375.0,IN0011553693,Services,2023,0.1014180024660915,0.17184354571943694
APAR INDUSTRIES LIMITED,3531.0,IN31340FI,Manufacturing,2017,0.0628692887201419,0.20000055019990226
APAR INDUSTRIES LIMITED,3531.0,IN31340FI,Manufacturing,2018,0.05293042937775065,0.2836593102644167
APAR INDUSTRIES LIMITED,3531.0,IN31340FI,Manufacturing,2019,0.05637022999997314,-0.14028826396714156
APAR INDUSTRIES LIMITED,3531.0,IN31340FI,Manufacturing,2020,0.05862528104742878,-0.12153984073206381
APAR INDUSTRIES LIMITED,3531.0,IN31340FI,Manufacturing,2021,0.06166501190361795,0.42106505640912895
APAR INDUSTRIES LIMITED,3531.0,IN31340FI,Manufacturing,2022,0.0859546763141569,0.412129910907842
APAR INDUSTRIES LIMITED,3531.0,IN31340FI,Manufacturing,2023,0.09474042405756393,0.1110369979728476
APOLLO MULTISPECIALITY HOSPITALS LIMITED,3841.0,IN0000235143,Manufacturing,2017,-0.03665955850380209,-0.1719738731708288
APOLLO MULTISPECIALITY HOSPITALS LIMITED,3841.0,IN0000235143,Manufacturing,2018,0.01250179321170763,0.12632606019258996
APOLLO MULTISPECIALITY HOSPITALS LIMITED,3841.0,IN0000235143,Manufacturing,2019,0.02782494328043198,0.030243010350961663
APOLLO MULTISPECIALITY HOSPITALS LIMITED,3841.0,IN0000235143,Manufacturing,2020,-0.03642660456049953,-0.18542104699717443
APOLLO MULTISPECIALITY HOSPITALS LIMITED,3841.0,IN0000235143,Manufacturing,2021,0.10348065085991127,0.4116645024191812
APOLLO MULTISPECIALITY HOSPITALS LIMITED,3841.0,IN0000235143,Manufacturing,2022,0.14037951822754094,0.11742581066500235
APOLLO MULTISPECIALITY HOSPITALS LIMITED,3841.0,IN0000235143,Manufacturing,2023,0.17437291271132685,0.1666369649253825
